guess,model,year,month,user_id
0,xgb_classifier,2023,1,8001
0,xgb_classifier,2023,2,10173
0,xgb_classifier,2023,3,1683
0,xgb_classifier,2023,1,1683
0,xgb_classifier,2023,3,8549
0,xgb_classifier,2023,1,10545
0,xgb_classifier,2023,1,13758
0,xgb_classifier,2023,1,16515
0,xgb_classifier,2023,2,17953
0,xgb_classifier,2023,3,19001
0,xgb_classifier,2023,3,19001
0,xgb_classifier,2023,1,19001
0,xgb_classifier,2023,1,4350
0,xgb_classifier,2023,3,4350
0,xgb_classifier,2023,3,4635
0,xgb_classifier,2023,2,9012
0,xgb_classifier,2023,2,10368
0,xgb_classifier,2023,1,10368
0,xgb_classifier,2023,3,12416
0,xgb_classifier,2023,3,12543
0,xgb_classifier,2023,3,12543
0,xgb_classifier,2023,2,12543
0,xgb_classifier,2023,3,12664
0,xgb_classifier,2023,3,12664
0,xgb_classifier,2023,2,14049
0,xgb_classifier,2023,3,14049
0,xgb_classifier,2023,3,14049
0,xgb_classifier,2023,1,2987
0,xgb_classifier,2023,3,3261
0,xgb_classifier,2023,1,3261
0,xgb_classifier,2023,3,3261
0,xgb_classifier,2023,2,5637
0,xgb_classifier,2023,3,8684
0,xgb_classifier,2023,3,10594
0,xgb_classifier,2023,2,11526
0,xgb_classifier,2023,2,11626
0,xgb_classifier,2023,2,15068
0,xgb_classifier,2023,3,17093
0,xgb_classifier,2023,3,17674
0,xgb_classifier,2023,3,17674
0,xgb_classifier,2023,1,19181
0,xgb_classifier,2023,3,19181
0,xgb_classifier,2023,1,929
0,xgb_classifier,2023,2,4677
0,xgb_classifier,2023,3,7104
0,xgb_classifier,2023,1,7104
0,xgb_classifier,2023,3,7461
0,xgb_classifier,2023,1,8617
0,xgb_classifier,2023,3,8617
0,xgb_classifier,2023,1,9878
0,xgb_classifier,2023,3,10420
0,xgb_classifier,2023,3,13100
0,xgb_classifier,2023,3,13193
0,xgb_classifier,2023,1,13247
0,xgb_classifier,2023,1,14546
0,xgb_classifier,2023,3,15640
0,xgb_classifier,2023,1,15640
0,xgb_classifier,2023,1,18423
0,xgb_classifier,2023,1,6764
0,xgb_classifier,2023,2,6764
0,xgb_classifier,2023,2,6764
0,xgb_classifier,2023,1,10875
0,xgb_classifier,2023,2,10875
0,xgb_classifier,2023,2,13484
0,xgb_classifier,2023,3,18244
0,xgb_classifier,2023,1,18244
0,xgb_classifier,2023,2,18244
0,xgb_classifier,2023,2,18244
0,xgb_classifier,2023,2,2903
0,xgb_classifier,2023,2,4063
0,xgb_classifier,2023,3,4063
0,xgb_classifier,2023,2,7434
0,xgb_classifier,2023,1,9544
0,xgb_classifier,2023,3,12831
0,xgb_classifier,2023,3,12831
0,xgb_classifier,2023,3,12831
0,xgb_classifier,2023,3,13500
0,xgb_classifier,2023,1,14824
0,xgb_classifier,2023,1,14824
0,xgb_classifier,2023,1,17944
0,xgb_classifier,2023,2,18782
0,xgb_classifier,2023,2,19542
0,xgb_classifier,2023,2,19542
0,xgb_classifier,2023,1,4276
0,xgb_classifier,2023,2,11460
0,xgb_classifier,2023,1,11701
0,xgb_classifier,2023,2,11701
0,xgb_classifier,2023,3,1470
0,xgb_classifier,2023,3,2736
0,xgb_classifier,2023,2,3956
0,xgb_classifier,2023,2,5539
0,xgb_classifier,2023,2,5539
0,xgb_classifier,2023,2,5795
0,xgb_classifier,2023,3,6530
0,xgb_classifier,2023,1,9256
0,xgb_classifier,2023,3,9256
0,xgb_classifier,2023,2,2088
0,xgb_classifier,2023,3,2088
0,xgb_classifier,2023,3,8234
0,xgb_classifier,2023,2,12367
0,xgb_classifier,2023,2,12367
0,xgb_classifier,2023,2,15194
0,xgb_classifier,2023,2,15194
0,xgb_classifier,2023,3,20061
0,xgb_classifier,2023,1,3159
0,xgb_classifier,2023,1,7904
0,xgb_classifier,2023,2,9486
0,xgb_classifier,2023,3,14649
0,xgb_classifier,2023,3,14814
0,xgb_classifier,2023,1,14814
0,xgb_classifier,2023,1,15045
0,xgb_classifier,2023,1,15045
0,xgb_classifier,2023,1,1583
0,xgb_classifier,2023,3,1583
0,xgb_classifier,2023,1,14888
0,xgb_classifier,2023,1,15703
0,xgb_classifier,2023,2,15703
0,xgb_classifier,2023,3,17560
0,xgb_classifier,2023,3,17560
0,xgb_classifier,2023,1,3531
0,xgb_classifier,2023,3,6664
0,xgb_classifier,2023,1,6784
0,xgb_classifier,2023,1,6784
0,xgb_classifier,2023,2,9092
0,xgb_classifier,2023,1,9092
0,xgb_classifier,2023,2,9242
0,xgb_classifier,2023,1,13582
0,xgb_classifier,2023,1,13582
0,xgb_classifier,2023,1,16584
0,xgb_classifier,2023,1,16584
0,xgb_classifier,2023,2,3932
0,xgb_classifier,2023,1,7017
0,xgb_classifier,2023,2,8358
0,xgb_classifier,2023,1,8421
0,xgb_classifier,2023,1,8421
0,xgb_classifier,2023,1,8421
0,xgb_classifier,2023,3,9319
0,xgb_classifier,2023,3,9319
0,xgb_classifier,2023,1,10974
0,xgb_classifier,2023,1,11058
0,xgb_classifier,2023,2,17666
0,xgb_classifier,2023,3,17941
0,xgb_classifier,2023,3,18863
0,xgb_classifier,2023,1,391
0,xgb_classifier,2023,1,2104
0,xgb_classifier,2023,2,2726
0,xgb_classifier,2023,2,8590
0,xgb_classifier,2023,1,8590
0,xgb_classifier,2023,3,14277
0,xgb_classifier,2023,3,196
0,xgb_classifier,2023,3,4547
0,xgb_classifier,2023,1,4547
0,xgb_classifier,2023,2,5644
0,xgb_classifier,2023,2,5644
0,xgb_classifier,2023,3,11531
0,xgb_classifier,2023,2,11531
0,xgb_classifier,2023,2,14537
0,xgb_classifier,2023,1,15371
0,xgb_classifier,2023,3,16434
0,xgb_classifier,2023,1,17050
0,xgb_classifier,2023,1,4803
0,xgb_classifier,2023,2,6827
0,xgb_classifier,2023,3,6827
0,xgb_classifier,2023,1,8809
0,xgb_classifier,2023,1,9619
0,xgb_classifier,2023,1,14954
0,xgb_classifier,2023,2,14954
0,xgb_classifier,2023,2,14954
0,xgb_classifier,2023,1,15502
0,xgb_classifier,2023,1,15502
0,xgb_classifier,2023,3,15502
0,xgb_classifier,2023,2,17846
0,xgb_classifier,2023,3,19755
0,xgb_classifier,2023,3,19755
0,xgb_classifier,2023,1,6223
0,xgb_classifier,2023,1,14370
0,xgb_classifier,2023,3,14370
0,xgb_classifier,2023,3,18604
0,xgb_classifier,2023,2,2674
0,xgb_classifier,2023,3,6497
0,xgb_classifier,2023,2,6864
0,xgb_classifier,2023,1,9958
0,xgb_classifier,2023,1,12330
0,xgb_classifier,2023,2,13042
0,xgb_classifier,2023,3,13238
0,xgb_classifier,2023,1,16760
0,xgb_classifier,2023,1,478
0,xgb_classifier,2023,3,5633
0,xgb_classifier,2023,1,7014
0,xgb_classifier,2023,1,7014
0,xgb_classifier,2023,3,7431
0,xgb_classifier,2023,2,10627
0,xgb_classifier,2023,2,12489
0,xgb_classifier,2023,2,19932
0,xgb_classifier,2023,3,19932
0,xgb_classifier,2023,2,171
0,xgb_classifier,2023,2,897
0,xgb_classifier,2023,2,1734
0,xgb_classifier,2023,1,1734
0,xgb_classifier,2023,1,2770
0,xgb_classifier,2023,3,3363
0,xgb_classifier,2023,1,3363
0,xgb_classifier,2023,3,3363
