guess,model,year,month,user_id
0,dummy,2023,3,11621
0,dummy,2023,1,11621
0,dummy,2023,1,5945
0,dummy,2023,1,4951
0,dummy,2023,1,13758
0,dummy,2023,1,16174
0,dummy,2023,1,17109
0,dummy,2023,3,17109
0,dummy,2023,1,18781
0,dummy,2023,2,18781
0,dummy,2023,3,4635
0,dummy,2023,2,7733
0,dummy,2023,2,10368
0,dummy,2023,1,10368
0,dummy,2023,3,12483
0,dummy,2023,3,12543
0,dummy,2023,3,12543
0,dummy,2023,2,12543
0,dummy,2023,2,14049
0,dummy,2023,3,14049
0,dummy,2023,3,14049
0,dummy,2023,3,15951
0,dummy,2023,3,15951
0,dummy,2023,3,16248
0,dummy,2023,2,17671
0,dummy,2023,1,19460
0,dummy,2023,2,787
0,dummy,2023,1,9032
0,dummy,2023,2,9032
0,dummy,2023,3,10594
0,dummy,2023,2,12506
0,dummy,2023,2,14868
0,dummy,2023,2,15068
0,dummy,2023,2,16846
0,dummy,2023,3,16846
0,dummy,2023,1,19181
0,dummy,2023,3,19181
0,dummy,2023,1,929
0,dummy,2023,2,2245
0,dummy,2023,2,2851
0,dummy,2023,3,7104
0,dummy,2023,1,7104
0,dummy,2023,1,8617
0,dummy,2023,3,8617
0,dummy,2023,3,8978
0,dummy,2023,3,9895
0,dummy,2023,3,10420
0,dummy,2023,1,13162
0,dummy,2023,3,13193
0,dummy,2023,2,1990
0,dummy,2023,2,7162
0,dummy,2023,3,7162
0,dummy,2023,3,11028
0,dummy,2023,2,13484
0,dummy,2023,3,18244
0,dummy,2023,1,18244
0,dummy,2023,2,18244
0,dummy,2023,2,18244
0,dummy,2023,3,18654
0,dummy,2023,3,19379
0,dummy,2023,1,19698
0,dummy,2023,3,560
0,dummy,2023,2,857
0,dummy,2023,2,913
0,dummy,2023,1,2256
0,dummy,2023,2,2256
0,dummy,2023,1,9132
0,dummy,2023,1,9132
0,dummy,2023,2,9132
0,dummy,2023,3,9132
0,dummy,2023,1,9544
0,dummy,2023,3,10740
0,dummy,2023,2,10740
0,dummy,2023,3,11740
0,dummy,2023,3,11740
0,dummy,2023,3,12831
0,dummy,2023,3,12831
0,dummy,2023,3,12831
0,dummy,2023,1,12915
0,dummy,2023,3,12915
0,dummy,2023,1,17944
0,dummy,2023,1,18085
0,dummy,2023,3,1061
0,dummy,2023,1,5907
0,dummy,2023,2,9192
0,dummy,2023,3,9192
0,dummy,2023,3,16381
0,dummy,2023,3,614
0,dummy,2023,1,614
0,dummy,2023,3,3536
0,dummy,2023,2,3956
0,dummy,2023,2,4078
0,dummy,2023,2,5539
0,dummy,2023,2,5539
0,dummy,2023,1,9256
0,dummy,2023,3,9256
0,dummy,2023,2,15754
0,dummy,2023,3,15754
0,dummy,2023,2,2088
0,dummy,2023,3,2088
0,dummy,2023,3,3449
0,dummy,2023,3,6894
0,dummy,2023,1,6894
0,dummy,2023,1,10737
0,dummy,2023,1,15187
0,dummy,2023,1,15187
0,dummy,2023,1,15540
0,dummy,2023,3,18070
0,dummy,2023,1,180
0,dummy,2023,2,9086
0,dummy,2023,2,9486
0,dummy,2023,1,10067
