guess,model,year,month,user_id
0,dummy,2023,3,4074
0,dummy,2023,1,4074
0,dummy,2023,1,7643
0,dummy,2023,1,7643
0,dummy,2023,3,14848
0,dummy,2023,1,1944
0,dummy,2023,1,1944
0,dummy,2023,1,5945
0,dummy,2023,3,9065
0,dummy,2023,3,15895
0,dummy,2023,3,16245
0,dummy,2023,2,2875
0,dummy,2023,3,2875
0,dummy,2023,2,3122
0,dummy,2023,3,3122
0,dummy,2023,1,3122
0,dummy,2023,3,13673
0,dummy,2023,3,15520
0,dummy,2023,1,16902
0,dummy,2023,3,16902
0,dummy,2023,1,17109
0,dummy,2023,3,17109
0,dummy,2023,3,3794
0,dummy,2023,1,4180
0,dummy,2023,3,4641
0,dummy,2023,1,4817
0,dummy,2023,3,4817
0,dummy,2023,2,7733
0,dummy,2023,2,13295
0,dummy,2023,3,14009
0,dummy,2023,3,14009
0,dummy,2023,1,14176
0,dummy,2023,3,14176
0,dummy,2023,2,14176
0,dummy,2023,3,15951
0,dummy,2023,3,15951
0,dummy,2023,2,16355
0,dummy,2023,2,16355
0,dummy,2023,2,17671
0,dummy,2023,1,2648
0,dummy,2023,1,2648
0,dummy,2023,1,2648
0,dummy,2023,2,2648
0,dummy,2023,3,3117
0,dummy,2023,2,4562
0,dummy,2023,1,6943
0,dummy,2023,1,9032
0,dummy,2023,2,9032
0,dummy,2023,3,9938
0,dummy,2023,3,10072
0,dummy,2023,2,12506
0,dummy,2023,2,12630
0,dummy,2023,1,14815
0,dummy,2023,1,16115
0,dummy,2023,3,1657
0,dummy,2023,2,5325
0,dummy,2023,1,5325
0,dummy,2023,2,6103
0,dummy,2023,3,6103
0,dummy,2023,1,6103
0,dummy,2023,3,6103
0,dummy,2023,2,12036
0,dummy,2023,3,18698
0,dummy,2023,3,3489
0,dummy,2023,1,5010
0,dummy,2023,2,8473
0,dummy,2023,2,9100
0,dummy,2023,1,11138
0,dummy,2023,3,19379
0,dummy,2023,2,857
0,dummy,2023,1,2256
0,dummy,2023,2,2256
0,dummy,2023,1,8142
0,dummy,2023,1,12915
0,dummy,2023,3,12915
0,dummy,2023,1,13211
0,dummy,2023,1,14237
0,dummy,2023,2,19572
0,dummy,2023,2,19572
0,dummy,2023,3,1061
0,dummy,2023,1,2093
0,dummy,2023,1,5907
0,dummy,2023,2,8659
0,dummy,2023,3,11876
0,dummy,2023,3,16381
0,dummy,2023,1,18067
0,dummy,2023,3,18067
0,dummy,2023,3,19166
0,dummy,2023,1,378
0,dummy,2023,3,378
0,dummy,2023,3,3536
0,dummy,2023,1,4977
0,dummy,2023,1,8327
0,dummy,2023,3,11251
0,dummy,2023,2,15754
0,dummy,2023,3,15754
0,dummy,2023,1,19215
0,dummy,2023,3,3277
0,dummy,2023,3,3449
0,dummy,2023,3,3834
0,dummy,2023,3,3834
0,dummy,2023,2,4923
0,dummy,2023,1,5774
0,dummy,2023,2,5975
0,dummy,2023,3,6894
0,dummy,2023,1,6894
0,dummy,2023,2,10385
0,dummy,2023,2,12089
0,dummy,2023,1,14499
0,dummy,2023,1,14499
0,dummy,2023,1,180
0,dummy,2023,2,9086
0,dummy,2023,1,10067
0,dummy,2023,1,10892
0,dummy,2023,1,10892
0,dummy,2023,3,10892
0,dummy,2023,1,11194
0,dummy,2023,3,12108
0,dummy,2023,1,12194
0,dummy,2023,2,15985
0,dummy,2023,2,15985
0,dummy,2023,2,15985
0,dummy,2023,2,15985
0,dummy,2023,3,18763
0,dummy,2023,3,1148
0,dummy,2023,2,1148
0,dummy,2023,2,6217
0,dummy,2023,3,7585
0,dummy,2023,1,8983
0,dummy,2023,1,11780
0,dummy,2023,1,13415
0,dummy,2023,2,18589
0,dummy,2023,1,18589
0,dummy,2023,3,19444
0,dummy,2023,1,4478
0,dummy,2023,1,4478
0,dummy,2023,1,4478
0,dummy,2023,3,4478
0,dummy,2023,2,7301
0,dummy,2023,1,9584
0,dummy,2023,1,9584
0,dummy,2023,2,9584
