,user_id,year,month,guess,ground_truth,model
0,4074.0,2023.0,3.0,0.0,1.0,randomized_search
1,4074.0,2023.0,1.0,0.0,0.0,randomized_search
2,7643.0,2023.0,1.0,0.0,0.0,randomized_search
3,7643.0,2023.0,1.0,0.0,0.0,randomized_search
4,14848.0,2023.0,3.0,0.0,1.0,randomized_search
5,18214.0,2023.0,1.0,0.0,1.0,randomized_search
6,18501.0,2023.0,1.0,0.0,1.0,randomized_search
7,1944.0,2023.0,1.0,0.0,1.0,randomized_search
8,1944.0,2023.0,1.0,0.0,1.0,randomized_search
9,11621.0,2023.0,3.0,0.0,1.0,randomized_search
10,11621.0,2023.0,1.0,0.0,0.0,randomized_search
11,5945.0,2023.0,1.0,1.0,1.0,randomized_search
12,9065.0,2023.0,3.0,0.0,1.0,randomized_search
13,15895.0,2023.0,3.0,0.0,1.0,randomized_search
14,17778.0,2023.0,1.0,0.0,1.0,randomized_search
15,583.0,2023.0,3.0,0.0,1.0,randomized_search
16,583.0,2023.0,1.0,0.0,0.0,randomized_search
17,8001.0,2023.0,1.0,1.0,1.0,randomized_search
18,10173.0,2023.0,2.0,0.0,1.0,randomized_search
19,15047.0,2023.0,1.0,1.0,1.0,randomized_search
20,16245.0,2023.0,3.0,0.0,1.0,randomized_search
21,7323.0,2023.0,1.0,1.0,0.0,randomized_search
22,7323.0,2023.0,1.0,0.0,0.0,randomized_search
23,138.0,2023.0,3.0,0.0,0.0,randomized_search
24,138.0,2023.0,3.0,0.0,0.0,randomized_search
25,861.0,2023.0,1.0,0.0,0.0,randomized_search
26,1683.0,2023.0,3.0,0.0,0.0,randomized_search
27,1683.0,2023.0,1.0,0.0,0.0,randomized_search
28,2173.0,2023.0,1.0,0.0,0.0,randomized_search
29,2173.0,2023.0,2.0,0.0,0.0,randomized_search
30,2875.0,2023.0,2.0,0.0,0.0,randomized_search
31,2875.0,2023.0,3.0,1.0,0.0,randomized_search
32,3122.0,2023.0,2.0,0.0,0.0,randomized_search
33,3122.0,2023.0,3.0,0.0,0.0,randomized_search
34,3122.0,2023.0,1.0,0.0,0.0,randomized_search
35,4951.0,2023.0,1.0,0.0,0.0,randomized_search
36,7587.0,2023.0,2.0,0.0,0.0,randomized_search
37,7672.0,2023.0,2.0,0.0,0.0,randomized_search
38,8359.0,2023.0,1.0,0.0,0.0,randomized_search
39,8359.0,2023.0,1.0,0.0,0.0,randomized_search
40,8359.0,2023.0,1.0,0.0,0.0,randomized_search
