,guess,ground_truth,model,year,month,user_id
0,0,1,xgb_classifier_best_estimator,2023,3,14848
1,0,1,xgb_classifier_best_estimator,2023,3,14848
2,0,1,xgb_classifier_best_estimator,2023,3,14848
3,0,1,xgb_classifier_best_estimator,2023,3,14848
4,0,1,xgb_classifier_best_estimator,2023,3,14848
5,0,1,xgb_classifier_best_estimator,2023,3,14848
6,0,1,xgb_classifier_best_estimator,2023,3,14848
7,0,1,xgb_classifier_best_estimator,2023,3,14848
8,0,1,xgb_classifier_best_estimator,2023,3,14848
9,0,1,xgb_classifier_best_estimator,2023,3,14848
10,0,1,xgb_classifier_best_estimator,2023,3,14848
11,0,1,xgb_classifier_best_estimator,2023,3,14848
12,0,1,xgb_classifier_best_estimator,2023,3,14848
13,0,1,xgb_classifier_best_estimator,2023,3,14848
14,0,1,xgb_classifier_best_estimator,2023,3,14848
15,0,1,xgb_classifier_best_estimator,2023,3,14848
16,1,1,xgb_classifier_best_estimator,2023,1,18501
17,1,1,xgb_classifier_best_estimator,2023,1,18501
18,1,1,xgb_classifier_best_estimator,2023,1,18501
19,1,1,xgb_classifier_best_estimator,2023,1,18501
20,0,1,xgb_classifier_best_estimator,2023,3,9065
21,0,1,xgb_classifier_best_estimator,2023,3,9065
22,0,1,xgb_classifier_best_estimator,2023,3,9065
23,0,1,xgb_classifier_best_estimator,2023,3,9065
24,0,0,xgb_classifier_best_estimator,2023,1,861
25,0,0,xgb_classifier_best_estimator,2023,1,861
26,0,0,xgb_classifier_best_estimator,2023,1,861
27,0,0,xgb_classifier_best_estimator,2023,1,861
28,0,0,xgb_classifier_best_estimator,2023,1,2173
29,0,0,xgb_classifier_best_estimator,2023,1,2173
30,0,0,xgb_classifier_best_estimator,2023,1,2173
31,0,0,xgb_classifier_best_estimator,2023,1,2173
32,0,0,xgb_classifier_best_estimator,2023,2,2173
33,0,0,xgb_classifier_best_estimator,2023,2,2173
34,0,0,xgb_classifier_best_estimator,2023,2,2173
35,0,0,xgb_classifier_best_estimator,2023,2,2173
36,0,0,xgb_classifier_best_estimator,2023,1,8359
37,0,0,xgb_classifier_best_estimator,2023,1,8359
38,0,0,xgb_classifier_best_estimator,2023,1,8359
39,0,0,xgb_classifier_best_estimator,2023,1,8359
40,0,0,xgb_classifier_best_estimator,2023,1,8359
41,0,0,xgb_classifier_best_estimator,2023,1,8359
42,0,0,xgb_classifier_best_estimator,2023,1,8359
43,0,0,xgb_classifier_best_estimator,2023,1,8359
44,0,0,xgb_classifier_best_estimator,2023,1,8359
45,0,0,xgb_classifier_best_estimator,2023,1,8359
46,0,0,xgb_classifier_best_estimator,2023,1,8359
47,0,0,xgb_classifier_best_estimator,2023,1,8359
48,0,0,xgb_classifier_best_estimator,2023,1,8359
49,0,0,xgb_classifier_best_estimator,2023,1,8359
50,0,0,xgb_classifier_best_estimator,2023,1,8359
51,0,0,xgb_classifier_best_estimator,2023,1,8359
52,0,0,xgb_classifier_best_estimator,2023,1,8359
