,guess,ground_truth,model,year,month,user_id
0,1,1,xgb_classifier,2023,1,8001
1,1,1,xgb_classifier,2023,1,8001
2,1,1,xgb_classifier,2023,1,8001
3,1,1,xgb_classifier,2023,1,8001
4,0,1,xgb_classifier,2023,2,10173
5,0,1,xgb_classifier,2023,2,10173
6,0,1,xgb_classifier,2023,2,10173
7,0,1,xgb_classifier,2023,2,10173
8,0,0,xgb_classifier,2023,3,1683
9,0,0,xgb_classifier,2023,3,1683
10,0,0,xgb_classifier,2023,3,1683
11,0,0,xgb_classifier,2023,3,1683
12,0,0,xgb_classifier,2023,1,1683
13,0,0,xgb_classifier,2023,1,1683
14,0,0,xgb_classifier,2023,1,1683
15,0,0,xgb_classifier,2023,1,1683
16,0,0,xgb_classifier,2023,3,8549
17,0,0,xgb_classifier,2023,3,8549
18,0,0,xgb_classifier,2023,3,8549
19,0,0,xgb_classifier,2023,3,8549
20,0,0,xgb_classifier,2023,1,10545
21,0,0,xgb_classifier,2023,1,10545
22,0,0,xgb_classifier,2023,1,10545
23,0,0,xgb_classifier,2023,1,10545
24,0,0,xgb_classifier,2023,1,13758
25,0,0,xgb_classifier,2023,1,13758
26,0,0,xgb_classifier,2023,1,13758
27,0,0,xgb_classifier,2023,1,13758
28,0,0,xgb_classifier,2023,1,16515
29,0,0,xgb_classifier,2023,1,16515
30,0,0,xgb_classifier,2023,1,16515
31,0,0,xgb_classifier,2023,1,16515
32,0,0,xgb_classifier,2023,2,17953
33,0,0,xgb_classifier,2023,2,17953
34,0,0,xgb_classifier,2023,2,17953
35,0,0,xgb_classifier,2023,2,17953
36,0,0,xgb_classifier,2023,3,19001
37,0,0,xgb_classifier,2023,3,19001
38,0,0,xgb_classifier,2023,3,19001
39,0,0,xgb_classifier,2023,3,19001
40,0,0,xgb_classifier,2023,3,19001
41,0,0,xgb_classifier,2023,3,19001
42,0,0,xgb_classifier,2023,3,19001
43,0,0,xgb_classifier,2023,3,19001
44,0,0,xgb_classifier,2023,3,19001
45,0,0,xgb_classifier,2023,3,19001
46,0,0,xgb_classifier,2023,3,19001
47,0,0,xgb_classifier,2023,3,19001
48,0,0,xgb_classifier,2023,3,19001
49,0,0,xgb_classifier,2023,3,19001
50,0,0,xgb_classifier,2023,3,19001
51,0,0,xgb_classifier,2023,3,19001
52,0,0,xgb_classifier,2023,1,19001
53,0,0,xgb_classifier,2023,1,19001
54,0,0,xgb_classifier,2023,1,19001
55,0,0,xgb_classifier,2023,1,19001
56,0,0,xgb_classifier,2023,1,4350
57,0,0,xgb_classifier,2023,1,4350
58,0,0,xgb_classifier,2023,1,4350
59,0,0,xgb_classifier,2023,1,4350
60,0,0,xgb_classifier,2023,3,4350
61,0,0,xgb_classifier,2023,3,4350
62,0,0,xgb_classifier,2023,3,4350
63,0,0,xgb_classifier,2023,3,4350
64,1,0,xgb_classifier,2023,3,4635
65,1,0,xgb_classifier,2023,3,4635
66,1,0,xgb_classifier,2023,3,4635
67,1,0,xgb_classifier,2023,3,4635
68,0,0,xgb_classifier,2023,2,9012
69,0,0,xgb_classifier,2023,2,9012
70,0,0,xgb_classifier,2023,2,9012
71,0,0,xgb_classifier,2023,2,9012
72,0,0,xgb_classifier,2023,2,10368
73,0,0,xgb_classifier,2023,2,10368
74,0,0,xgb_classifier,2023,2,10368
75,0,0,xgb_classifier,2023,2,10368
76,0,0,xgb_classifier,2023,1,10368
77,0,0,xgb_classifier,2023,1,10368
78,0,0,xgb_classifier,2023,1,10368
79,0,0,xgb_classifier,2023,1,10368
80,0,0,xgb_classifier,2023,3,12416
81,0,0,xgb_classifier,2023,3,12416
82,0,0,xgb_classifier,2023,3,12416
83,0,0,xgb_classifier,2023,3,12416
84,0,0,xgb_classifier,2023,3,12543
85,0,0,xgb_classifier,2023,3,12543
86,0,0,xgb_classifier,2023,3,12543
87,0,0,xgb_classifier,2023,3,12543
88,0,0,xgb_classifier,2023,3,12543
89,0,0,xgb_classifier,2023,3,12543
90,0,0,xgb_classifier,2023,3,12543
91,0,0,xgb_classifier,2023,3,12543
92,0,0,xgb_classifier,2023,3,12543
93,0,0,xgb_classifier,2023,3,12543
94,0,0,xgb_classifier,2023,3,12543
95,0,0,xgb_classifier,2023,3,12543
96,0,0,xgb_classifier,2023,3,12543
97,0,0,xgb_classifier,2023,3,12543
98,0,0,xgb_classifier,2023,3,12543
99,0,0,xgb_classifier,2023,3,12543
100,0,0,xgb_classifier,2023,2,12543
101,0,0,xgb_classifier,2023,2,12543
102,0,0,xgb_classifier,2023,2,12543
103,0,0,xgb_classifier,2023,2,12543
104,0,0,xgb_classifier,2023,3,12664
105,0,0,xgb_classifier,2023,3,12664
106,0,0,xgb_classifier,2023,3,12664
107,0,0,xgb_classifier,2023,3,12664
108,0,0,xgb_classifier,2023,3,12664
109,0,0,xgb_classifier,2023,3,12664
110,0,0,xgb_classifier,2023,3,12664
111,0,0,xgb_classifier,2023,3,12664
112,0,0,xgb_classifier,2023,3,12664
113,0,0,xgb_classifier,2023,3,12664
114,0,0,xgb_classifier,2023,3,12664
115,0,0,xgb_classifier,2023,3,12664
116,0,0,xgb_classifier,2023,3,12664
117,0,0,xgb_classifier,2023,3,12664
118,0,0,xgb_classifier,2023,3,12664
119,0,0,xgb_classifier,2023,3,12664
120,0,0,xgb_classifier,2023,2,14049
121,0,0,xgb_classifier,2023,2,14049
122,0,0,xgb_classifier,2023,2,14049
123,0,0,xgb_classifier,2023,2,14049
124,0,0,xgb_classifier,2023,3,14049
125,0,0,xgb_classifier,2023,3,14049
126,0,0,xgb_classifier,2023,3,14049
127,0,0,xgb_classifier,2023,3,14049
128,0,0,xgb_classifier,2023,3,14049
129,0,0,xgb_classifier,2023,3,14049
130,0,0,xgb_classifier,2023,3,14049
131,0,0,xgb_classifier,2023,3,14049
132,0,0,xgb_classifier,2023,3,14049
133,0,0,xgb_classifier,2023,3,14049
134,0,0,xgb_classifier,2023,3,14049
135,0,0,xgb_classifier,2023,3,14049
136,0,0,xgb_classifier,2023,3,14049
137,0,0,xgb_classifier,2023,3,14049
138,0,0,xgb_classifier,2023,3,14049
139,0,0,xgb_classifier,2023,3,14049
140,0,0,xgb_classifier,2023,1,2987
141,0,0,xgb_classifier,2023,1,2987
142,0,0,xgb_classifier,2023,1,2987
143,0,0,xgb_classifier,2023,1,2987
144,0,0,xgb_classifier,2023,3,3261
145,0,0,xgb_classifier,2023,3,3261
146,0,0,xgb_classifier,2023,3,3261
147,0,0,xgb_classifier,2023,3,3261
148,0,0,xgb_classifier,2023,3,3261
149,0,0,xgb_classifier,2023,3,3261
150,0,0,xgb_classifier,2023,3,3261
151,0,0,xgb_classifier,2023,3,3261
152,0,0,xgb_classifier,2023,3,3261
153,0,0,xgb_classifier,2023,3,3261
154,0,0,xgb_classifier,2023,3,3261
155,0,0,xgb_classifier,2023,3,3261
156,0,0,xgb_classifier,2023,3,3261
157,0,0,xgb_classifier,2023,3,3261
158,0,0,xgb_classifier,2023,3,3261
159,0,0,xgb_classifier,2023,3,3261
160,0,0,xgb_classifier,2023,1,3261
161,0,0,xgb_classifier,2023,1,3261
162,0,0,xgb_classifier,2023,1,3261
163,0,0,xgb_classifier,2023,1,3261
164,0,0,xgb_classifier,2023,2,5637
165,0,0,xgb_classifier,2023,2,5637
166,0,0,xgb_classifier,2023,2,5637
167,0,0,xgb_classifier,2023,2,5637
168,0,0,xgb_classifier,2023,3,8684
169,0,0,xgb_classifier,2023,3,8684
170,0,0,xgb_classifier,2023,3,8684
171,0,0,xgb_classifier,2023,3,8684
172,0,0,xgb_classifier,2023,3,8684
173,0,0,xgb_classifier,2023,3,8684
174,0,0,xgb_classifier,2023,3,8684
175,0,0,xgb_classifier,2023,3,8684
176,0,0,xgb_classifier,2023,3,8684
177,0,0,xgb_classifier,2023,3,8684
178,0,0,xgb_classifier,2023,3,8684
179,0,0,xgb_classifier,2023,3,8684
180,0,0,xgb_classifier,2023,3,8684
181,0,0,xgb_classifier,2023,3,8684
182,0,0,xgb_classifier,2023,3,8684
183,0,0,xgb_classifier,2023,3,8684
184,0,0,xgb_classifier,2023,3,10594
185,0,0,xgb_classifier,2023,3,10594
186,0,0,xgb_classifier,2023,3,10594
187,0,0,xgb_classifier,2023,3,10594
188,0,0,xgb_classifier,2023,2,11526
