,guess,ground_truth,model,year,month,user_id
0,0,1,dummy,2023,3,11621
1,0,1,dummy,2023,3,11621
2,0,1,dummy,2023,3,11621
3,0,1,dummy,2023,3,11621
4,0,0,dummy,2023,1,11621
5,0,0,dummy,2023,1,11621
6,0,0,dummy,2023,1,11621
7,0,0,dummy,2023,1,11621
8,0,1,dummy,2023,1,5945
9,0,1,dummy,2023,1,5945
10,0,1,dummy,2023,1,5945
11,0,1,dummy,2023,1,5945
12,0,0,dummy,2023,1,4951
13,0,0,dummy,2023,1,4951
14,0,0,dummy,2023,1,4951
15,0,0,dummy,2023,1,4951
16,0,0,dummy,2023,1,13758
17,0,0,dummy,2023,1,13758
18,0,0,dummy,2023,1,13758
19,0,0,dummy,2023,1,13758
20,0,0,dummy,2023,1,16174
21,0,0,dummy,2023,1,16174
22,0,0,dummy,2023,1,16174
23,0,0,dummy,2023,1,16174
24,0,0,dummy,2023,1,17109
25,0,0,dummy,2023,1,17109
26,0,0,dummy,2023,1,17109
27,0,0,dummy,2023,1,17109
28,0,0,dummy,2023,3,17109
29,0,0,dummy,2023,3,17109
30,0,0,dummy,2023,3,17109
31,0,0,dummy,2023,3,17109
32,0,0,dummy,2023,1,18781
33,0,0,dummy,2023,1,18781
34,0,0,dummy,2023,1,18781
35,0,0,dummy,2023,1,18781
36,0,0,dummy,2023,2,18781
37,0,0,dummy,2023,2,18781
38,0,0,dummy,2023,2,18781
39,0,0,dummy,2023,2,18781
40,0,0,dummy,2023,3,4635
41,0,0,dummy,2023,3,4635
42,0,0,dummy,2023,3,4635
43,0,0,dummy,2023,3,4635
44,0,0,dummy,2023,2,7733
45,0,0,dummy,2023,2,7733
46,0,0,dummy,2023,2,7733
47,0,0,dummy,2023,2,7733
48,0,0,dummy,2023,2,10368
49,0,0,dummy,2023,2,10368
50,0,0,dummy,2023,2,10368
51,0,0,dummy,2023,2,10368
52,0,0,dummy,2023,1,10368
53,0,0,dummy,2023,1,10368
54,0,0,dummy,2023,1,10368
55,0,0,dummy,2023,1,10368
56,0,0,dummy,2023,3,12483
57,0,0,dummy,2023,3,12483
