,guess,ground_truth,model,year,month,user_id
0,0,1,xgb_classifier,2023,1,18214
1,0,1,xgb_classifier,2023,1,18214
2,0,1,xgb_classifier,2023,1,18214
3,0,1,xgb_classifier,2023,1,18214
4,0,1,xgb_classifier,2023,1,1944
5,0,1,xgb_classifier,2023,1,1944
6,0,1,xgb_classifier,2023,1,1944
7,0,1,xgb_classifier,2023,1,1944
8,0,1,xgb_classifier,2023,1,1944
9,0,1,xgb_classifier,2023,1,1944
10,0,1,xgb_classifier,2023,1,1944
11,0,1,xgb_classifier,2023,1,1944
12,0,1,xgb_classifier,2023,1,1944
13,0,1,xgb_classifier,2023,1,1944
14,0,1,xgb_classifier,2023,1,1944
15,0,1,xgb_classifier,2023,1,1944
16,0,1,xgb_classifier,2023,1,1944
17,0,1,xgb_classifier,2023,1,1944
18,0,1,xgb_classifier,2023,1,1944
19,0,1,xgb_classifier,2023,1,1944
20,0,1,xgb_classifier,2023,1,17778
21,0,1,xgb_classifier,2023,1,17778
22,0,1,xgb_classifier,2023,1,17778
23,0,1,xgb_classifier,2023,1,17778
24,0,1,xgb_classifier,2023,1,8001
25,0,1,xgb_classifier,2023,1,8001
26,0,1,xgb_classifier,2023,1,8001
27,0,1,xgb_classifier,2023,1,8001
28,0,1,xgb_classifier,2023,3,16245
29,0,1,xgb_classifier,2023,3,16245
30,0,1,xgb_classifier,2023,3,16245
31,0,1,xgb_classifier,2023,3,16245
32,0,0,xgb_classifier,2023,1,7323
33,0,0,xgb_classifier,2023,1,7323
34,0,0,xgb_classifier,2023,1,7323
35,0,0,xgb_classifier,2023,1,7323
36,0,0,xgb_classifier,2023,1,7323
37,0,0,xgb_classifier,2023,1,7323
38,0,0,xgb_classifier,2023,1,7323
39,0,0,xgb_classifier,2023,1,7323
40,0,0,xgb_classifier,2023,1,7323
41,0,0,xgb_classifier,2023,1,7323
42,0,0,xgb_classifier,2023,1,7323
43,0,0,xgb_classifier,2023,1,7323
44,0,0,xgb_classifier,2023,1,7323
45,0,0,xgb_classifier,2023,1,7323
46,0,0,xgb_classifier,2023,1,7323
47,0,0,xgb_classifier,2023,1,7323
48,0,0,xgb_classifier,2023,3,138
49,0,0,xgb_classifier,2023,3,138
50,0,0,xgb_classifier,2023,3,138
51,0,0,xgb_classifier,2023,3,138
52,0,0,xgb_classifier,2023,3,138
53,0,0,xgb_classifier,2023,3,138
54,0,0,xgb_classifier,2023,3,138
55,0,0,xgb_classifier,2023,3,138
56,0,0,xgb_classifier,2023,3,138
57,0,0,xgb_classifier,2023,3,138
58,0,0,xgb_classifier,2023,3,138
59,0,0,xgb_classifier,2023,3,138
60,0,0,xgb_classifier,2023,3,138
61,0,0,xgb_classifier,2023,3,138
62,0,0,xgb_classifier,2023,3,138
63,0,0,xgb_classifier,2023,3,138
64,0,0,xgb_classifier,2023,3,1683
65,0,0,xgb_classifier,2023,3,1683
66,0,0,xgb_classifier,2023,3,1683
67,0,0,xgb_classifier,2023,3,1683
68,0,0,xgb_classifier,2023,1,1683
69,0,0,xgb_classifier,2023,1,1683
70,0,0,xgb_classifier,2023,1,1683
71,0,0,xgb_classifier,2023,1,1683
72,0,0,xgb_classifier,2023,2,7587
73,0,0,xgb_classifier,2023,2,7587
74,0,0,xgb_classifier,2023,2,7587
75,0,0,xgb_classifier,2023,2,7587
76,0,0,xgb_classifier,2023,2,7672
77,0,0,xgb_classifier,2023,2,7672
78,0,0,xgb_classifier,2023,2,7672
79,0,0,xgb_classifier,2023,2,7672
80,0,0,xgb_classifier,2023,3,10015
81,0,0,xgb_classifier,2023,3,10015
82,0,0,xgb_classifier,2023,3,10015
83,0,0,xgb_classifier,2023,3,10015
84,0,0,xgb_classifier,2023,1,10545
85,0,0,xgb_classifier,2023,1,10545
86,0,0,xgb_classifier,2023,1,10545
87,0,0,xgb_classifier,2023,1,10545
88,0,0,xgb_classifier,2023,3,13673
89,0,0,xgb_classifier,2023,3,13673
90,0,0,xgb_classifier,2023,3,13673
91,0,0,xgb_classifier,2023,3,13673
92,0,0,xgb_classifier,2023,3,15812
93,0,0,xgb_classifier,2023,3,15812
94,0,0,xgb_classifier,2023,3,15812
95,0,0,xgb_classifier,2023,3,15812
96,0,0,xgb_classifier,2023,1,16515
97,0,0,xgb_classifier,2023,1,16515
98,0,0,xgb_classifier,2023,1,16515
99,0,0,xgb_classifier,2023,1,16515
100,0,0,xgb_classifier,2023,2,17953
101,0,0,xgb_classifier,2023,2,17953
102,0,0,xgb_classifier,2023,2,17953
103,0,0,xgb_classifier,2023,2,17953
104,0,0,xgb_classifier,2023,3,5755
105,0,0,xgb_classifier,2023,3,5755
106,0,0,xgb_classifier,2023,3,5755
107,0,0,xgb_classifier,2023,3,5755
108,0,0,xgb_classifier,2023,2,7079
109,0,0,xgb_classifier,2023,2,7079
110,0,0,xgb_classifier,2023,2,7079
111,0,0,xgb_classifier,2023,2,7079
112,0,0,xgb_classifier,2023,1,11090
113,0,0,xgb_classifier,2023,1,11090
114,0,0,xgb_classifier,2023,1,11090
115,0,0,xgb_classifier,2023,1,11090
116,0,0,xgb_classifier,2023,2,11090
117,0,0,xgb_classifier,2023,2,11090
118,0,0,xgb_classifier,2023,2,11090
119,0,0,xgb_classifier,2023,2,11090
120,0,0,xgb_classifier,2023,3,11090
121,0,0,xgb_classifier,2023,3,11090
122,0,0,xgb_classifier,2023,3,11090
123,0,0,xgb_classifier,2023,3,11090
124,0,0,xgb_classifier,2023,2,13295
125,0,0,xgb_classifier,2023,2,13295
126,0,0,xgb_classifier,2023,2,13295
127,0,0,xgb_classifier,2023,2,13295
128,0,0,xgb_classifier,2023,3,638
129,0,0,xgb_classifier,2023,3,638
130,0,0,xgb_classifier,2023,3,638
131,0,0,xgb_classifier,2023,3,638
132,0,0,xgb_classifier,2023,3,638
