,guess,ground_truth,model,year,month,user_id
0,0,1,dummy,2023,3,4074
1,0,1,dummy,2023,3,4074
2,0,1,dummy,2023,3,4074
3,0,1,dummy,2023,3,4074
4,0,1,dummy,2023,1,4074
5,0,1,dummy,2023,1,4074
6,0,1,dummy,2023,1,4074
7,0,1,dummy,2023,1,4074
8,0,1,dummy,2023,1,7643
9,0,1,dummy,2023,1,7643
10,0,1,dummy,2023,1,7643
11,0,1,dummy,2023,1,7643
12,0,1,dummy,2023,1,7643
13,0,1,dummy,2023,1,7643
14,0,1,dummy,2023,1,7643
15,0,1,dummy,2023,1,7643
16,0,1,dummy,2023,1,7643
17,0,1,dummy,2023,1,7643
18,0,1,dummy,2023,1,7643
19,0,1,dummy,2023,1,7643
20,0,1,dummy,2023,1,7643
21,0,1,dummy,2023,1,7643
22,0,1,dummy,2023,1,7643
23,0,1,dummy,2023,1,7643
24,0,1,dummy,2023,3,14848
25,0,1,dummy,2023,3,14848
26,0,1,dummy,2023,3,14848
27,0,1,dummy,2023,3,14848
28,0,1,dummy,2023,3,14848
29,0,1,dummy,2023,3,14848
30,0,1,dummy,2023,3,14848
31,0,1,dummy,2023,3,14848
32,0,1,dummy,2023,3,14848
33,0,1,dummy,2023,3,14848
34,0,1,dummy,2023,3,14848
35,0,1,dummy,2023,3,14848
36,0,1,dummy,2023,3,14848
37,0,1,dummy,2023,3,14848
38,0,1,dummy,2023,3,14848
39,0,1,dummy,2023,3,14848
40,0,1,dummy,2023,1,1944
41,0,1,dummy,2023,1,1944
42,0,1,dummy,2023,1,1944
43,0,1,dummy,2023,1,1944
44,0,1,dummy,2023,1,1944
45,0,1,dummy,2023,1,1944
46,0,1,dummy,2023,1,1944
47,0,1,dummy,2023,1,1944
48,0,1,dummy,2023,1,1944
49,0,1,dummy,2023,1,1944
50,0,1,dummy,2023,1,1944
51,0,1,dummy,2023,1,1944
52,0,1,dummy,2023,1,1944
53,0,1,dummy,2023,1,1944
54,0,1,dummy,2023,1,1944
55,0,1,dummy,2023,1,1944
56,0,1,dummy,2023,1,5945
57,0,1,dummy,2023,1,5945
58,0,1,dummy,2023,1,5945
59,0,1,dummy,2023,1,5945
60,0,1,dummy,2023,3,9065
61,0,1,dummy,2023,3,9065
62,0,1,dummy,2023,3,9065
63,0,1,dummy,2023,3,9065
64,0,1,dummy,2023,3,15895
65,0,1,dummy,2023,3,15895
66,0,1,dummy,2023,3,15895
67,0,1,dummy,2023,3,15895
68,0,1,dummy,2023,3,16245
69,0,1,dummy,2023,3,16245
70,0,1,dummy,2023,3,16245
71,0,1,dummy,2023,3,16245
72,0,0,dummy,2023,2,2875
73,0,0,dummy,2023,2,2875
74,0,0,dummy,2023,2,2875
75,0,0,dummy,2023,2,2875
76,0,0,dummy,2023,3,2875
77,0,0,dummy,2023,3,2875
78,0,0,dummy,2023,3,2875
79,0,0,dummy,2023,3,2875
80,0,0,dummy,2023,3,2875
81,0,0,dummy,2023,3,2875
82,0,0,dummy,2023,3,2875
83,0,0,dummy,2023,3,2875
84,0,0,dummy,2023,3,2875
85,0,0,dummy,2023,3,2875
86,0,0,dummy,2023,3,2875
87,0,0,dummy,2023,3,2875
88,0,0,dummy,2023,3,2875
89,0,0,dummy,2023,3,2875
90,0,0,dummy,2023,3,2875
91,0,0,dummy,2023,3,2875
92,0,0,dummy,2023,2,3122
93,0,0,dummy,2023,2,3122
94,0,0,dummy,2023,2,3122
95,0,0,dummy,2023,2,3122
96,0,0,dummy,2023,3,3122
97,0,0,dummy,2023,3,3122
98,0,0,dummy,2023,3,3122
99,0,0,dummy,2023,3,3122
100,0,0,dummy,2023,1,3122
101,0,0,dummy,2023,1,3122
102,0,0,dummy,2023,1,3122
103,0,0,dummy,2023,1,3122
104,0,0,dummy,2023,3,13673
105,0,0,dummy,2023,3,13673
106,0,0,dummy,2023,3,13673
107,0,0,dummy,2023,3,13673
108,0,0,dummy,2023,3,15520
109,0,0,dummy,2023,3,15520
110,0,0,dummy,2023,3,15520
111,0,0,dummy,2023,3,15520
112,0,0,dummy,2023,1,16902
113,0,0,dummy,2023,1,16902
114,0,0,dummy,2023,1,16902
115,0,0,dummy,2023,1,16902
116,0,0,dummy,2023,3,16902
117,0,0,dummy,2023,3,16902
118,0,0,dummy,2023,3,16902
119,0,0,dummy,2023,3,16902
120,0,0,dummy,2023,1,17109
121,0,0,dummy,2023,1,17109
122,0,0,dummy,2023,1,17109
123,0,0,dummy,2023,1,17109
124,0,0,dummy,2023,3,17109
125,0,0,dummy,2023,3,17109
126,0,0,dummy,2023,3,17109
127,0,0,dummy,2023,3,17109
128,0,0,dummy,2023,3,3794
129,0,0,dummy,2023,3,3794
130,0,0,dummy,2023,3,3794
131,0,0,dummy,2023,3,3794
132,0,0,dummy,2023,1,4180
133,0,0,dummy,2023,1,4180
134,0,0,dummy,2023,1,4180
135,0,0,dummy,2023,1,4180
136,0,0,dummy,2023,3,4641
137,0,0,dummy,2023,3,4641
138,0,0,dummy,2023,3,4641
139,0,0,dummy,2023,3,4641
140,0,0,dummy,2023,1,4817
141,0,0,dummy,2023,1,4817
142,0,0,dummy,2023,1,4817
143,0,0,dummy,2023,1,4817
144,0,0,dummy,2023,3,4817
145,0,0,dummy,2023,3,4817
146,0,0,dummy,2023,3,4817
147,0,0,dummy,2023,3,4817
148,0,0,dummy,2023,2,7733
149,0,0,dummy,2023,2,7733
150,0,0,dummy,2023,2,7733
151,0,0,dummy,2023,2,7733
152,0,0,dummy,2023,2,13295
153,0,0,dummy,2023,2,13295
154,0,0,dummy,2023,2,13295
155,0,0,dummy,2023,2,13295
156,0,0,dummy,2023,3,14009
157,0,0,dummy,2023,3,14009
158,0,0,dummy,2023,3,14009
159,0,0,dummy,2023,3,14009
160,0,0,dummy,2023,3,14009
161,0,0,dummy,2023,3,14009
162,0,0,dummy,2023,3,14009
163,0,0,dummy,2023,3,14009
164,0,0,dummy,2023,3,14009
165,0,0,dummy,2023,3,14009
166,0,0,dummy,2023,3,14009
167,0,0,dummy,2023,3,14009
168,0,0,dummy,2023,3,14009
169,0,0,dummy,2023,3,14009
170,0,0,dummy,2023,3,14009
171,0,0,dummy,2023,3,14009
172,0,0,dummy,2023,1,14176
173,0,0,dummy,2023,1,14176
174,0,0,dummy,2023,1,14176
175,0,0,dummy,2023,1,14176
176,0,0,dummy,2023,3,14176
177,0,0,dummy,2023,3,14176
178,0,0,dummy,2023,3,14176
179,0,0,dummy,2023,3,14176
180,0,0,dummy,2023,2,14176
181,0,0,dummy,2023,2,14176
182,0,0,dummy,2023,2,14176
183,0,0,dummy,2023,2,14176
184,0,0,dummy,2023,3,15951
185,0,0,dummy,2023,3,15951
186,0,0,dummy,2023,3,15951
187,0,0,dummy,2023,3,15951
188,0,0,dummy,2023,3,15951
189,0,0,dummy,2023,3,15951
190,0,0,dummy,2023,3,15951
191,0,0,dummy,2023,3,15951
192,0,0,dummy,2023,3,15951
193,0,0,dummy,2023,3,15951
194,0,0,dummy,2023,3,15951
195,0,0,dummy,2023,3,15951
196,0,0,dummy,2023,3,15951
197,0,0,dummy,2023,3,15951
198,0,0,dummy,2023,3,15951
199,0,0,dummy,2023,3,15951
200,0,0,dummy,2023,2,16355
201,0,0,dummy,2023,2,16355
202,0,0,dummy,2023,2,16355
203,0,0,dummy,2023,2,16355
204,0,0,dummy,2023,2,16355
205,0,0,dummy,2023,2,16355
206,0,0,dummy,2023,2,16355
207,0,0,dummy,2023,2,16355
208,0,0,dummy,2023,2,16355
209,0,0,dummy,2023,2,16355
210,0,0,dummy,2023,2,16355
211,0,0,dummy,2023,2,16355
212,0,0,dummy,2023,2,16355
213,0,0,dummy,2023,2,16355
214,0,0,dummy,2023,2,16355
215,0,0,dummy,2023,2,16355
216,0,0,dummy,2023,2,17671
217,0,0,dummy,2023,2,17671
218,0,0,dummy,2023,2,17671
219,0,0,dummy,2023,2,17671
220,0,0,dummy,2023,1,2648
221,0,0,dummy,2023,1,2648
222,0,0,dummy,2023,1,2648
223,0,0,dummy,2023,1,2648
224,0,0,dummy,2023,1,2648
225,0,0,dummy,2023,1,2648
226,0,0,dummy,2023,1,2648
227,0,0,dummy,2023,1,2648
228,0,0,dummy,2023,1,2648
229,0,0,dummy,2023,1,2648
230,0,0,dummy,2023,1,2648
231,0,0,dummy,2023,1,2648
232,0,0,dummy,2023,1,2648
233,0,0,dummy,2023,1,2648
234,0,0,dummy,2023,1,2648
235,0,0,dummy,2023,1,2648
236,0,0,dummy,2023,1,2648
